id_station,source,replicate_id,sample_area,original_id_taxon,abbreviated_revised_name,development_stage,state_of_specimen,abundance,body_mass
ECORDRE_0295,Bouche1972,ECORDRE_0295_Bouche1972_Q,NA,t_069,Aptrap,adult,NA,4,NA
ECORDRE_0295,Bouche1972,ECORDRE_0295_Bouche1972_Q,NA,t_070,Apnoct,adult,NA,4,NA
ECORDRE_0295,Bouche1972,ECORDRE_0295_Bouche1972_Q,NA,t_080,Lucent,adult,NA,5,NA
ECORDRE_0295,Bouche1972,ECORDRE_0295_Bouche1972_Q,NA,t_080,Lucent,juvenile,NA,2,NA
ECORDRE_0295,Bouche1972,ECORDRE_0295_Bouche1972_Q,NA,t_082,Lucast,adult,NA,2,NA
ECORDRE_0295,Bouche1972,ECORDRE_0295_Bouche1972_Q,NA,t_082,Lucast,juvenile,NA,1,NA
ECORDRE_0296,Bouche1972,ECORDRE_0296_Bouche1972_Q,NA,t_041,Alicte,adult,NA,1,NA
ECORDRE_0296,Bouche1972,ECORDRE_0296_Bouche1972_Q,NA,t_104,Aprose,adult,NA,2,NA
ECORDRE_0296,Bouche1972,ECORDRE_0296_Bouche1972_Q,NA,t_129,Apgiar,adult,NA,1,NA
ECORDRE_0296,Bouche1972,ECORDRE_0296_Bouche1972_Q,NA,t_129,Apgiar,juvenile,NA,2,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_036,Alchlopost,adult,NA,4,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_039,Alchlowald,adult,NA,1,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_067,Apcalicali,adult,NA,2,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_067,Apcalicali,juvenile,NA,2,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_070,Apnoct,adult,NA,2,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_070,Apnoct,juvenile,NA,2,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_080,Lucent,adult,NA,1,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_082,Lucast,adult,NA,1,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_098,Samamm,adult,NA,1,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_098,Samamm,juvenile,NA,1,NA
ECORDRE_0297,Bouche1972,ECORDRE_0297_Bouche1972_Q,NA,t_104,Aprose,adult,NA,1,NA
ECORDRE_0298,Bouche1972,ECORDRE_0298_Bouche1972_Q,NA,t_034,Alchlochlo,adult,NA,1,NA
ECORDRE_0298,Bouche1972,ECORDRE_0298_Bouche1972_Q,NA,t_041,Alicte,adult,NA,1,NA
ECORDRE_0298,Bouche1972,ECORDRE_0298_Bouche1972_Q,NA,t_065,Apripi,adult,NA,2,NA
ECORDRE_0298,Bouche1972,ECORDRE_0298_Bouche1972_Q,NA,t_067,Apcalicali,adult,NA,2,NA
ECORDRE_0298,Bouche1972,ECORDRE_0298_Bouche1972_Q,NA,t_077,Luterr,adult,NA,2,NA
ECORDRE_0298,Bouche1972,ECORDRE_0298_Bouche1972_Q,NA,t_080,Lucent,adult,NA,1,NA
ECORDRE_0298,Bouche1972,ECORDRE_0298_Bouche1972_Q,NA,t_098,Samamm,adult,NA,1,NA
ECORDRE_0298,Bouche1972,ECORDRE_0298_Bouche1972_Q,NA,t_104,Aprose,adult,NA,1,NA
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_035,Alchlochlo,adult,piece,1,0.171
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_041,Alicte,adult,full,1,0.503
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_041,Alicte,adult,full,1,0.601
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_041,Alicte,adult,full,1,0.637
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_041,Alicte,adult,full,1,0.43
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_041,Alicte,adult,full,1,0.486
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_041,Alicte,adult,full,1,0.977
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_041,Alicte,adult,full,1,0.646
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_041,Alicte,adult,piece,1,0.567
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_041,Alicte,adult,piece,1,0.454
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_062,Aplong,adult,full,1,1.871
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_062,Aplong,subadult,piece,1,1.286
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_067,Apcalicali,adult,full,1,0.325
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_067,Apcalicali,adult,full,1,0.283
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_070,Apnoct,adult,full,1,1.193
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_070,Apnoct,adult,piece,1,1.317
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_070,Apnoct,adult,piece,1,0.931
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_070,Apnoct,adult,piece,1,0.398
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_080,Lucent,adult,full,1,1.622
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_080,Lucent,adult,piece,1,0.849
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_098,Samamm,adult,full,1,0.057
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_104,Aprose,adult,full,1,0.209
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_160,Und,juvenile,full,5,3.014
ECORDRE_0298,Vers2022,ECORDRE_0298_Vers2022_Q,NA,t_160,Und,undetermined,piece,3,1.748
ECORDRE_0300,Bouche1972,ECORDRE_0300_Bouche1972_Q,NA,t_067,Apcalicali,adult,NA,7,NA
ECORDRE_0300,Bouche1972,ECORDRE_0300_Bouche1972_Q,NA,t_067,Apcalicali,juvenile,NA,22,NA
ECORDRE_0300,Bouche1972,ECORDRE_0300_Bouche1972_Q,NA,t_081,Lufest,adult,NA,1,NA
ECORDRE_0300,Bouche1972,ECORDRE_0300_Bouche1972_Q,NA,t_081,Lufest,juvenile,NA,2,NA
ECORDRE_0300,Bouche1972,ECORDRE_0300_Bouche1972_Q,NA,t_084,Lurube,adult,NA,1,NA
ECORDRE_0300,Bouche1972,ECORDRE_0300_Bouche1972_Q,NA,t_108,Kocupu,adult,NA,2,NA
ECORDRE_0300,Bouche1972,ECORDRE_0300_Bouche1972_Q,NA,t_120,Mumuld,adult,NA,1,NA
ECORDRE_0300,Bouche1972,ECORDRE_0300_Bouche1972_Q,NA,t_331,Aprose,adult,NA,1,NA
ECORDRE_0301,Bouche1972,ECORDRE_0301_Bouche1972_Q,NA,t_062,Aplong,adult,NA,1,NA
ECORDRE_0301,Bouche1972,ECORDRE_0301_Bouche1972_Q,NA,t_067,Apcalicali,adult,NA,7,NA
ECORDRE_0301,Bouche1972,ECORDRE_0301_Bouche1972_Q,NA,t_331,Aprose,adult,NA,5,NA
ECORDRE_0301,Bouche1972,ECORDRE_0301_Bouche1972_Q,NA,t_331,Aprose,juvenile,NA,1,NA
ECORDRE_0302,Bouche1972,ECORDRE_0302_Bouche1972_Q,NA,t_041,Alicte,adult,NA,2,NA
ECORDRE_0302,Bouche1972,ECORDRE_0302_Bouche1972_Q,NA,t_041,Alicte,juvenile,NA,1,NA
ECORDRE_0302,Bouche1972,ECORDRE_0302_Bouche1972_Q,NA,t_067,Apcalicali,adult,NA,2,NA
ECORDRE_0302,Bouche1972,ECORDRE_0302_Bouche1972_Q,NA,t_070,Apnoct,adult,NA,5,NA
ECORDRE_0302,Bouche1972,ECORDRE_0302_Bouche1972_Q,NA,t_070,Apnoct,juvenile,NA,14,NA
ECORDRE_0302,Bouche1972,ECORDRE_0302_Bouche1972_Q,NA,t_077,Luterr,adult,NA,1,NA
ECORDRE_0302,Bouche1972,ECORDRE_0302_Bouche1972_Q,NA,t_077,Luterr,juvenile,NA,1,NA
ECORDRE_0302,Bouche1972,ECORDRE_0302_Bouche1972_Q,NA,t_104,Aprose,adult,NA,2,NA
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_1,0.0625,t_041,Alicte,adult,full,1,0.59
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_1,0.0625,t_060,Apgiar,adult,full,1,1.692
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_1,0.0625,t_070,Apnoct,adult,full,1,1.012
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_1,0.0625,t_070,Apnoct,adult,full,1,0.806
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_1,0.0625,t_160,Und,juvenile,full,5,0.577
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_2,0.0625,t_067,Apcalicali,adult,full,1,0.384
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_2,0.0625,t_067,Apcalicali,adult,full,1,0.483
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_2,0.0625,t_067,Apcalicali,adult,piece,1,0.296
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.132
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.222
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.267
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.334
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_2,0.0625,t_160,Und,juvenile,full,16,1.056
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_2,0.0625,t_160,Und,undetermined,piece,8,1.002
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_067,Apcalicali,adult,full,1,0.446
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_067,Apcalicali,adult,full,1,0.472
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_067,Apcalicali,adult,full,1,0.352
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_104,Aprose,adult,full,1,0.193
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_104,Aprose,adult,full,1,0.209
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_104,Aprose,adult,full,1,0.285
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_120,Mumuld,adult,full,1,0.034
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_120,Mumuld,adult,full,1,0.021
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_120,Mumuld,adult,full,1,0.023
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_120,Mumuld,subadult,full,1,0.021
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_160,Und,juvenile,full,24,2.035
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_3,0.0625,t_160,Und,undetermined,piece,2,0.097
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_4,0.0625,t_060,Apgiar,adult,full,1,2.1
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_4,0.0625,t_060,Apgiar,adult,full,1,1.9
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.319
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.403
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_4,0.0625,t_104,Aprose,subadult,full,1,0.149
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_4,0.0625,t_160,Und,juvenile,full,14,1.766
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_4,0.0625,t_160,Und,undetermined,piece,2,0.038
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_5,0.0625,t_067,Apcalicali,adult,full,1,0.718
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_5,0.0625,t_070,Apnoct,adult,full,1,1.787
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_5,0.0625,t_070,Apnoct,adult,full,1,1.167
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_5,0.0625,t_104,Aprose,adult,full,1,0.276
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_5,0.0625,t_104,Aprose,adult,full,1,0.234
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_5,0.0625,t_160,Und,juvenile,full,9,1.164
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_5,0.0625,t_160,Und,undetermined,piece,2,0.028
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_6,0.0625,t_104,Aprose,adult,full,1,0.304
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_6,0.0625,t_160,Und,juvenile,full,10,1.413
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_6,0.0625,t_160,Und,undetermined,piece,2,0.151
ECORDRE_0302,Vers2022,ECORDRE_0302_Vers2022_Q,NA,t_104,Aprose,adult,full,1,0.321
ECORDRE_0303,Bouche1972,ECORDRE_0303_Bouche1972_Q,NA,t_062,Aplong,adult,NA,2,NA
ECORDRE_0303,Bouche1972,ECORDRE_0303_Bouche1972_Q,NA,t_067,Apcalicali,adult,NA,15,NA
ECORDRE_0303,Bouche1972,ECORDRE_0303_Bouche1972_Q,NA,t_067,Apcalicali,juvenile,NA,7,NA
ECORDRE_0303,Bouche1972,ECORDRE_0303_Bouche1972_Q,NA,t_084,Lurube,adult,NA,1,NA
ECORDRE_0303,Bouche1972,ECORDRE_0303_Bouche1972_Q,NA,t_331,Aprose,adult,NA,2,NA
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_062,Aplong,subadult,full,1,0.728
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_067,Apcalicali,adult,full,1,0.406
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_098,Samamm,juvenile,full,2,0.042
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.218
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.194
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.151
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.103
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.145
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.151
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_160,Und,juvenile,full,22,0.96
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_1,0.0625,t_160,Und,undetermined,piece,2,0.014
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.133
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.136
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.143
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.186
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.135
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.158
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.184
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_104,Aprose,adult,piece,1,0.116
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_104,Aprose,adult,piece,1,0.144
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_160,Und,juvenile,full,16,1.585
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_2,0.0625,t_160,Und,undetermined,piece,3,0.09
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_3,0.0625,t_067,Apcalicali,subadult,full,1,0.345
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_3,0.0625,t_160,Und,juvenile,full,7,0.702
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_3,0.0625,t_160,Und,undetermined,piece,1,0.16
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.141
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.195
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.097
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_4,0.0625,t_160,Und,juvenile,full,9,0.496
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_4,0.0625,t_160,Und,undetermined,piece,9,0.732
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_5,0.0625,t_067,Apcalicali,subadult,full,1,0.258
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_5,0.0625,t_104,Aprose,adult,full,1,0.15
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_5,0.0625,t_104,Aprose,adult,full,1,0.199
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_5,0.0625,t_104,Aprose,adult,piece,1,0.082
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_5,0.0625,t_104,Aprose,adult,piece,1,0.13
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_5,0.0625,t_160,Und,juvenile,full,7,0.385
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_5,0.0625,t_160,Und,undetermined,piece,4,0.339
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_067,Apcalicali,adult,full,1,0.244
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_067,Apcalicali,adult,piece,1,0.116
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_104,Aprose,adult,full,1,0.11
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_104,Aprose,adult,full,1,0.105
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_104,Aprose,adult,piece,1,0.14
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_104,Aprose,adult,piece,1,0.199
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_104,Aprose,juvenile,full,1,0.13
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_120,Mumuld,adult,full,1,0.013
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_160,Und,juvenile,full,14,1.119
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_6,0.0625,t_160,Und,undetermined,piece,4,0.186
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_035,Alchlochlo,adult,full,1,0.085
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_035,Alchlochlo,subadult,full,1,0.075
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_062,Aplong,adult,full,1,1.492
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_082,Lucast,subadult,full,1,0.08
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_098,Samamm,subadult,full,1,0.015
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_098,Samamm,subadult,full,1,0.031
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_104,Aprose,adult,full,1,0.171
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_104,Aprose,adult,full,1,0.166
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_104,Aprose,adult,full,1,0.142
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_104,Aprose,adult,full,1,0.141
ECORDRE_0303,Vers2022,ECORDRE_0303_Vers2022_Q,NA,t_160,Und,juvenile,full,1,0.013
ECORDRE_0304,Bouche1972,ECORDRE_0304_Bouche1972_Q,NA,t_034,Alchlochlo,adult,NA,3,NA
ECORDRE_0304,Bouche1972,ECORDRE_0304_Bouche1972_Q,NA,t_065,Apripi,adult,NA,11,NA
ECORDRE_0304,Bouche1972,ECORDRE_0304_Bouche1972_Q,NA,t_065,Apripi,juvenile,NA,10,NA
ECORDRE_0304,Bouche1972,ECORDRE_0304_Bouche1972_Q,NA,t_067,Apcalicali,adult,NA,2,NA
ECORDRE_0304,Bouche1972,ECORDRE_0304_Bouche1972_Q,NA,t_082,Lucast,adult,NA,12,NA
ECORDRE_0304,Bouche1972,ECORDRE_0304_Bouche1972_Q,NA,t_120,Mumuld,adult,NA,1,NA
ECORDRE_0304,Bouche1972,ECORDRE_0304_Bouche1972_Q,NA,t_120,Mumuld,juvenile,NA,1,NA
ECORDRE_0304,Bouche1972,ECORDRE_0304_Bouche1972_Q,NA,t_331,Aprose,adult,NA,7,NA
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_062,Aplong,adult,full,1,0.818
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_062,Aplong,adult,full,1,0.761
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_067,Apcalicali,adult,full,1,0.337
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_067,Apcalicali,subadult,full,1,0.318
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_067,Apcalicali,subadult,full,1,0.316
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_067,Apcalicali,subadult,full,1,0.287
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.174
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.128
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.153
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.186
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_120,Mumuld,adult,full,1,0.024
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_160,Und,juvenile,full,15,1.053
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_1,0.0625,t_160,Und,undetermined,piece,2,0.132
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_2,0.0625,t_067,Apcalicali,adult,full,1,0.564
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_2,0.0625,t_104,Aprose,adult,full,1,0.207
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_2,0.0625,t_104,Aprose,adult,piece,1,0.187
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_2,0.0625,t_104,Aprose,subadult,full,1,0.136
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_2,0.0625,t_160,Und,juvenile,full,19,2.815
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_2,0.0625,t_160,Und,undetermined,piece,4,0.646
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_3,0.0625,t_104,Aprose,adult,full,1,0.222
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_3,0.0625,t_104,Aprose,adult,full,1,0.194
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_3,0.0625,t_104,Aprose,adult,full,1,0.129
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_3,0.0625,t_104,Aprose,adult,full,1,0.218
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_3,0.0625,t_120,Mumuld,adult,full,1,0.021
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_3,0.0625,t_120,Mumuld,adult,full,1,0.033
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_3,0.0625,t_160,Und,juvenile,full,1,0.25
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_3,0.0625,t_160,Und,undetermined,piece,2,0.137
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.234
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.219
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_4,0.0625,t_120,Mumuld,adult,full,1,0.027
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_4,0.0625,t_160,Und,juvenile,full,20,2.408
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_4,0.0625,t_160,Und,undetermined,piece,12,1.515
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_5,0.0625,t_062,Aplong,adult,full,1,0.929
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_5,0.0625,t_062,Aplong,adult,full,1,0.734
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_5,0.0625,t_062,Aplong,adult,full,1,0.579
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_5,0.0625,t_104,Aprose,adult,full,1,0.158
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_5,0.0625,t_104,Aprose,adult,full,1,0.146
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_5,0.0625,t_104,Aprose,adult,full,1,0.205
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_5,0.0625,t_160,Und,juvenile,full,27,5.097
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_6,0.0625,t_062,Aplong,adult,full,1,1.179
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_6,0.0625,t_104,Aprose,adult,full,1,0.187
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_6,0.0625,t_104,Aprose,adult,full,1,0.21
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_6,0.0625,t_104,Aprose,adult,full,1,0.124
ECORDRE_0304,Vers2022,ECORDRE_0304_Vers2022_6,0.0625,t_104,Aprose,adult,full,1,0.136
